almacen,estante,columna,nivel,categoria_ubicacion
COL,DDD,082,300,TTP
COL,DDD,082,400,TB
COL,DDD,082,500,BSO
COL,DDD,082,600,
COL,DDD,083,100,BSO
COL,DDD,083,200,TTP
COL,DDD,083,300,TTP
COL,DDD,083,400,TTP
COL,DDD,083,500,TTP
COL,DDD,083,600,TTP
COL,DDD,084,100,DEO
COL,DDD,084,200,TB
COL,DDD,084,300,TB
COL,DDD,084,400,TTP
COL,DDD,084,500,TTP
COL,DDD,084,600,TTP
COL,DDD,085,100,TTP
COL,DDD,085,200,001
COL,DDD,085,300,MWA
COL,DDD,085,400,TB
COL,DDD,085,500,DEO
COL,DDD,085,600,TTP
COL,DDD,086,100,TTP
COL,DDD,086,200,TB
COL,DDD,086,300,TB
COL,DDD,086,400,BSO
COL,DDD,086,500,TTP
COL,DDD,086,600,TTP
COL,DEV,DR0,100,
COL,DEV,MOV,100,MWA
COL,DEV,OLR,100,TTP
COL,DEV,RP0,100,TTP
COL,EEE,001,100,DEO
COL,EEE,001,200,DEO
COL,EEE,001,300,TTP
COL,EEE,001,400,TTP
COL,EEE,001,500,TTP
COL,EEE,002,100,MWA
COL,EEE,002,200,TTP
COL,EEE,002,300,DEO
COL,EEE,002,400,TTP
COL,EEE,002,500,MWA
COL,EEE,003,100,MWA
COL,EEE,003,200,DEO
COL,EEE,003,300,TTP
COL,EEE,003,400,
COL,EEE,003,500,TTP
COL,EEE,004,100,TB
COL,EEE,004,200,DEO
COL,EEE,004,300,DEO
COL,EEE,004,400,TB
COL,EEE,004,500,TTP
COL,EEE,005,100,DEO
COL,EEE,005,200,DEO
COL,EEE,005,300,TTP
COL,EEE,005,400,BSO
COL,EEE,005,500,TTP
COL,EEE,006,100,TTP
COL,EEE,006,200,TB
COL,EEE,006,300,TTP
COL,EEE,006,400,DEO
COL,EEE,006,500,TTP
COL,EEE,007,100,TTP
COL,EEE,007,200,TB
COL,EEE,007,300,DEO
COL,EEE,007,400,TTP
COL,EEE,007,500,TTP
COL,EEE,008,100,BWA
COL,EEE,008,200,TTP
COL,EEE,008,300,
COL,EEE,008,400,DEO
COL,EEE,008,500,TTP
COL,EEE,010,100,BWA
COL,EEE,010,200,DEO
COL,EEE,010,300,BSO
COL,EEE,010,400,TTP
COL,EEE,010,500,MWA
COL,EEE,012,100,TTP
COL,EEE,012,200,TTP
COL,EEE,012,300,TTP
COL,EEE,012,400,MWA
COL,EEE,012,500,TTP
COL,EEE,013,100,TTP
COL,EEE,013,200,BSO
COL,EEE,013,300,TTP
COL,EEE,013,400,TTP
COL,EEE,013,500,TTP
COL,EEE,014,100,TB
COL,EEE,014,200,TTP
COL,EEE,014,300,TTP
COL,EEE,014,400,MWA
COL,EEE,014,500,DEO
COL,EEE,015,100,TB
COL,EEE,015,200,TTP
COL,EEE,015,300,TTP
COL,EEE,015,400,TTP
COL,EEE,015,500,TTP
COL,EEE,016,100,TTP
COL,EEE,016,200,MWA
COL,EEE,016,300,TTP
COL,EEE,016,400,TB
COL,EEE,016,500,MWA
COL,EEE,017,100,TB
COL,EEE,017,200,TTP
COL,EEE,017,300,DEO
COL,EEE,017,400,TTP
COL,EEE,017,500,TTP
COL,EEE,018,100,TTP
COL,EEE,018,200,TTP
COL,EEE,018,300,TTP
COL,EEE,018,400,TTP
COL,EEE,018,500,TTP
COL,EEE,019,100,TTP
COL,EEE,019,200,TTP
COL,EEE,019,300,001
COL,EEE,019,400,001
COL,EEE,019,500,
COL,EEE,020,100,DEO
COL,EEE,020,200,DEO
COL,EEE,020,300,BWA
COL,EEE,020,400,TB
COL,EEE,020,500,DEO
COL,EEE,021,100,
COL,EEE,021,200,TB
COL,EEE,021,300,TTP
COL,EEE,021,400,BWA
COL,EEE,021,500,TTP
COL,EEE,021,600,TTP
COL,EEE,022,100,TTP
COL,EEE,022,200,TTP
COL,EEE,022,300,TTP
COL,EEE,022,400,TTP
COL,EEE,022,500,TTP
COL,EEE,022,600,DEO
COL,EEE,023,100,
COL,EEE,023,200,TTP
COL,EEE,023,300,TTP
COL,EEE,023,400,TTP
COL,EEE,023,500,TTP
COL,EEE,023,600,TTP
COL,EEE,024,100,TTP
COL,EEE,024,200,DEO
COL,EEE,024,300,BWA
COL,EEE,024,400,TTP
COL,EEE,024,500,TTP
COL,EEE,024,600,TTP
COL,EEE,025,100,TTP
COL,EEE,025,200,MWA
COL,EEE,025,300,TTP
COL,EEE,025,400,MWA
COL,EEE,025,500,DEO
COL,EEE,025,600,TB
COL,EEE,026,100,TTP
COL,EEE,026,200,TTP
COL,EEE,026,300,TTP
COL,EEE,026,400,
COL,EEE,026,500,001
COL,EEE,026,600,DEO
COL,EEE,027,100,TTP
COL,EEE,027,200,TTP
COL,EEE,027,300,TTP
COL,EEE,027,400,DEO
COL,EEE,027,500,TTP
COL,EEE,027,600,TB
COL,EEE,028,100,BSO
COL,EEE,028,200,TTP
COL,EEE,028,300,TTP
COL,EEE,028,400,TTP
COL,EEE,028,500,
COL,EEE,028,600,TTP
COL,EEE,029,100,DEO
COL,EEE,029,200,TTP
COL,EEE,029,300,TTP
COL,EEE,029,400,TTP
COL,EEE,029,500,BWA
COL,EEE,029,600,TTP
COL,EEE,030,100,TTP
COL,EEE,030,200,TTP
COL,EEE,030,300,TTP
COL,EEE,030,400,MWA
COL,EEE,030,500,MWA
COL,EEE,030,600,TTP
COL,EEE,031,100,MWA
COL,EEE,031,200,BSO
COL,EEE,031,300,TTP
COL,EEE,031,400,TTP
COL,EEE,031,500,DEO
COL,EEE,031,600,TTP
COL,EEE,032,100,TTP
COL,EEE,032,200,TTP
COL,EEE,032,300,TTP
COL,EEE,032,400,TTP
COL,EEE,032,500,TB
COL,EEE,032,600,TTP
COL,EEE,033,100,
COL,EEE,033,200,MWA
COL,EEE,033,300,TTP
COL,EEE,033,400,TTP
COL,EEE,033,500,TTP
COL,EEE,033,600,TTP
COL,EEE,034,100,DEO
COL,EEE,034,200,TTP
COL,EEE,034,300,TB
COL,EEE,034,400,TTP
COL,EEE,034,500,DEO
COL,EEE,034,600,TTP
COL,EEE,035,100,BSO
COL,EEE,035,200,TTP
COL,EEE,035,300,BWA
COL,EEE,035,400,TTP
COL,EEE,035,500,TTP
COL,EEE,035,600,TTP
COL,EEE,036,100,DEO
COL,EEE,036,200,TB
COL,EEE,036,300,TTP
COL,EEE,036,400,TTP
COL,EEE,036,500,
COL,EEE,036,600,TTP
COL,EEE,037,400,TTP
COL,EEE,037,500,TTP
COL,EEE,037,600,TTP
COL,EEE,038,400,
COL,EEE,038,500,
COL,EEE,038,600,TB
COL,EEE,039,400,TTP
COL,EEE,039,500,TTP
COL,EEE,039,600,TTP
COL,EEE,040,400,TTP
COL,EEE,040,500,TTP
COL,EEE,040,600,BSO
COL,EEE,041,400,TTP
COL,EEE,041,500,TTP
COL,EEE,041,600,TTP
COL,EEE,042,400,
COL,EEE,042,500,TTP
COL,EEE,042,600,TTP
COL,EEE,043,100,TTP
COL,EEE,043,200,BWA
COL,EEE,043,300,DEO
COL,EEE,043,400,
COL,EEE,043,500,
COL,EEE,043,600,
COL,EEE,044,100,DEO
COL,EEE,044,200,TTP
COL,EEE,044,300,TTP
COL,EEE,044,400,001
COL,EEE,044,500,TTP
COL,EEE,044,600,TTP
COL,EEE,045,100,DEO
COL,EEE,045,200,TTP
COL,EEE,045,300,DEO
COL,EEE,045,400,TTP
COL,EEE,045,500,
COL,EEE,045,600,TB
COL,EEE,046,100,DEO
COL,EEE,046,200,TTP
COL,EEE,046,300,TTP
COL,EEE,046,400,TTP
COL,EEE,046,500,TTP
COL,EEE,046,600,TB
COL,EEE,047,100,TTP
COL,EEE,047,200,TTP
COL,EEE,047,300,TTP
COL,EEE,047,400,TTP
COL,EEE,047,500,TTP
COL,EEE,047,600,MWA
COL,EEE,048,100,BSO
COL,EEE,048,200,TB
COL,EEE,048,300,TTP
COL,EEE,048,400,TTP
COL,EEE,048,500,TTP
COL,EEE,048,600,TTP
COL,EEE,049,100,TTP
COL,EEE,049,200,TTP
COL,EEE,049,300,TTP
COL,EEE,049,400,
COL,EEE,049,500,TB
COL,EEE,049,600,TTP
COL,EEE,050,100,TTP
COL,EEE,050,200,TTP
COL,EEE,050,300,MWA
COL,EEE,050,400,MWA
COL,EEE,050,500,TTP
COL,EEE,050,600,
COL,EEE,051,100,TTP
COL,EEE,051,200,TTP
COL,EEE,051,300,TTP
COL,EEE,051,400,TTP
COL,EEE,051,500,TB
COL,EEE,051,600,TB
COL,EEE,052,100,TTP
COL,EEE,052,200,TTP
COL,EEE,052,300,TTP
COL,EEE,052,400,TTP
COL,EEE,052,500,DEO
COL,EEE,052,600,
COL,EEE,053,100,TTP
COL,EEE,053,200,TTP
COL,EEE,053,300,TTP
COL,EEE,053,400,MWA
COL,EEE,053,500,TTP
COL,EEE,053,600,TTP
COL,EEE,054,100,TTP
COL,EEE,054,200,TTP
COL,EEE,054,300,DEO
COL,EEE,054,400,BWA
COL,EEE,054,500,TB
COL,EEE,054,600,
COL,EEE,055,100,DEO
COL,EEE,055,200,TTP
COL,EEE,055,300,TTP
COL,EEE,055,400,TTP
COL,EEE,055,500,TB
COL,EEE,055,600,TB
COL,EEE,056,100,TTP
COL,EEE,056,200,DEO
COL,EEE,056,300,TTP
COL,EEE,056,400,TB
COL,EEE,056,500,TTP
COL,EEE,056,600,TB
COL,EEE,057,100,TTP
COL,EEE,057,200,TTP
COL,EEE,057,300,TTP
COL,EEE,057,400,DEO
COL,EEE,057,500,
COL,EEE,057,600,TTP
COL,EEE,058,100,TTP
COL,EEE,058,200,TB
COL,EEE,058,300,TTP
COL,EEE,058,400,LHW
COL,EEE,058,500,001
COL,EEE,058,600,TTP
COL,EEE,059,100,TTP
COL,EEE,059,200,TTP
COL,EEE,059,300,TB
COL,EEE,059,400,MWA
COL,EEE,059,500,TB
COL,EEE,059,600,TB
COL,EEE,060,100,DEO
COL,EEE,060,200,TTP
COL,EEE,060,300,TB
COL,EEE,060,400,TTP
COL,EEE,060,500,TTP
COL,EEE,060,600,TTP
COL,EEE,061,100,TTP
COL,EEE,061,200,BSO
COL,EEE,061,300,BSO
COL,EEE,061,400,MWA
COL,EEE,061,500,TTP
COL,EEE,061,600,INT
COL,EEE,062,100,BSO
COL,EEE,062,200,DEO
COL,EEE,062,300,TB
COL,EEE,062,400,TB
COL,EEE,062,500,TTP
COL,EEE,062,600,TTP
COL,EEE,063,100,BWA
COL,EEE,063,200,TTP
COL,EEE,063,300,TTP
COL,EEE,063,400,TTP
COL,EEE,063,500,TTP
COL,EEE,063,600,TTP
COL,EEE,064,100,TTP
COL,EEE,064,200,
COL,EEE,064,300,DEO
COL,EEE,064,400,TTP
COL,EEE,064,500,TTP
COL,EEE,064,600,MWA
COL,EEE,065,100,DEO
COL,EEE,065,200,TB
COL,EEE,065,300,TTP
COL,EEE,065,400,TTP
COL,EEE,065,500,TTP
COL,EEE,065,600,TTP
COL,EEE,066,100,BWA
COL,EEE,066,200,BWA
COL,EEE,066,300,TTP
COL,EEE,066,400,001
COL,EEE,066,500,TTP
COL,EEE,066,600,TTP
COL,EEE,067,100,BWA
COL,EEE,067,200,TTP
COL,EEE,067,300,MWA
COL,EEE,067,400,
COL,EEE,067,500,MWA
COL,EEE,067,600,TTP
COL,EEE,068,100,BWA
COL,EEE,068,200,TTP
COL,EEE,068,300,
COL,EEE,068,400,TTP
COL,EEE,068,500,TTP
COL,EEE,068,600,TTP
COL,EEE,069,100,BWA
COL,EEE,069,200,MWA
COL,EEE,069,300,TTP
COL,EEE,069,400,
COL,EEE,069,500,TB
COL,EEE,069,600,TTP
COL,EEE,070,100,BWA
COL,EEE,070,200,TTP
COL,EEE,070,300,TTP
COL,EEE,070,400,TTP
COL,EEE,070,500,TB
COL,EEE,070,600,TTP
COL,EEE,071,100,BWA
COL,EEE,071,200,MWA
COL,EEE,071,300,TTP
COL,EEE,071,400,TTP
COL,EEE,071,500,TTP
COL,EEE,071,600,TTP
COL,EEE,072,100,DEO
COL,EEE,072,200,TTP
COL,EEE,072,300,TTP
COL,EEE,072,400,TTP
COL,EEE,072,500,TTP
COL,EEE,072,600,TTP
COL,EEE,073,100,BWA
COL,EEE,073,200,MWA
COL,EEE,073,300,TTP
COL,EEE,073,400,
COL,EEE,073,500,TTP
COL,EEE,073,600,TTP
COL,EEE,074,100,DEO
COL,EEE,074,200,TTP
COL,EEE,074,300,TTP
COL,EEE,074,400,TTP
COL,EEE,074,500,TTP
COL,EEE,074,600,TTP
COL,EEE,075,100,BWA
COL,EEE,075,200,
COL,EEE,075,300,TTP
COL,EEE,075,400,TTP
COL,EEE,075,500,TB
COL,EEE,075,600,TTP
COL,EEE,076,100,BWA
COL,EEE,076,200,TTP
COL,EEE,076,300,001
COL,EEE,076,400,TTP
COL,EEE,076,500,TTP
COL,EEE,076,600,TTP
COL,EEE,077,100,DEO
COL,EEE,077,200,TTP
COL,EEE,077,300,MWA
COL,EEE,077,400,TTP
COL,EEE,077,500,TTP
COL,EEE,077,600,TTP
COL,EEE,078,100,DEO
COL,EEE,078,200,001
COL,EEE,078,300,INT
COL,EEE,078,400,DEO
COL,EEE,078,500,DEO
COL,EEE,078,600,MWA
COL,EEE,079,100,TTP
COL,EEE,079,200,MWA
COL,EEE,079,300,TTP
COL,EEE,079,400,TTP
COL,EEE,079,500,TTP
COL,EEE,079,600,TB
COL,EEE,080,100,TTP
COL,EEE,080,200,MWA
COL,EEE,080,300,TTP
COL,EEE,080,400,TTP
COL,EEE,080,500,
COL,EEE,080,600,001
COL,EEE,081,100,TTP
COL,EEE,081,200,TTP
COL,EEE,081,300,
COL,EEE,081,400,TTP
COL,EEE,081,500,TTP
COL,EEE,081,600,TTP
COL,EEE,082,100,TTP
COL,EEE,082,200,LHW
COL,EEE,082,300,INT
COL,EEE,082,400,BSO
COL,EEE,082,500,001
COL,EEE,082,600,TTP
COL,EEE,083,100,
COL,EEE,083,200,TTP
COL,EEE,083,300,TTP
COL,EEE,083,400,TTP
COL,EEE,083,500,TTP
COL,EEE,083,600,TTP
COL,EEE,084,100,MWA
COL,EEE,084,200,MWA
COL,EEE,084,300,DEO
COL,EEE,084,400,TTP
COL,EEE,084,500,TTP
COL,EEE,084,600,TB
COL,EEE,085,100,DEO
COL,EEE,085,200,TTP
COL,EEE,085,300,LHW
COL,EEE,085,400,DEO
COL,EEE,085,500,
COL,EEE,085,600,MWA
COL,EEE,086,100,TTP
COL,EEE,086,200,
COL,EEE,086,300,TTP
COL,EEE,086,400,DEO
COL,EEE,086,500,MWA
COL,EEE,086,600,TTP
COL,EX0,001,100,
COL,FFF,001,100,
COL,FFF,001,200,TTP
COL,FFF,001,300,TTP
COL,FFF,001,400,TTP
COL,FFF,001,500,TTP
COL,FFF,001,600,TTP
COL,FFF,002,100,TTP
COL,FFF,002,200,INT
COL,FFF,002,300,TTP
COL,FFF,002,400,TB
COL,FFF,002,500,DEO
COL,FFF,002,600,TTP
COL,FFF,003,100,TTP
COL,FFF,003,200,TTP
COL,FFF,003,300,TB
COL,FFF,003,400,MWA
COL,FFF,003,500,TB
COL,FFF,003,600,TTP
COL,FFF,004,100,MWA
COL,FFF,004,200,TTP
COL,FFF,004,300,TTP
COL,FFF,004,400,TTP
COL,FFF,004,500,DEO
COL,FFF,004,600,MWA
COL,FFF,005,100,
COL,FFF,005,200,TTP
COL,FFF,005,300,TTP
COL,FFF,005,400,TTP
COL,FFF,005,500,TTP
COL,FFF,005,600,TTP
COL,FFF,006,100,DEO
COL,FFF,006,200,BSO
COL,FFF,006,300,TTP
COL,FFF,006,400,TTP
COL,FFF,006,500,TTP
COL,FFF,006,600,TTP
COL,FFF,007,100,TTP
COL,FFF,007,200,TTP
COL,FFF,007,300,TTP
COL,FFF,007,400,TTP
COL,FFF,007,500,TTP
COL,FFF,007,600,TB
COL,FFF,008,100,TTP
COL,FFF,008,200,INT
COL,FFF,008,300,TB
COL,FFF,008,400,TTP
COL,FFF,008,500,TTP
COL,FFF,008,600,TTP
COL,FFF,009,100,TTP
COL,FFF,009,200,TTP
COL,FFF,009,300,TTP
COL,FFF,009,400,INT
COL,FFF,009,500,MWA
COL,FFF,009,600,TTP
COL,FFF,010,100,TB
COL,FFF,010,200,TTP
COL,FFF,010,300,TTP
COL,FFF,010,400,INT
COL,FFF,010,500,INT
COL,FFF,010,600,TTP
COL,FFF,011,100,TTP
COL,FFF,011,200,INT
COL,FFF,011,300,TTP
COL,FFF,011,400,TTP
COL,FFF,011,500,INT
COL,FFF,011,600,TTP
COL,FFF,012,100,TTP
COL,FFF,012,200,TTP
COL,FFF,012,300,BSO
COL,FFF,012,400,TTP
COL,FFF,012,500,TTP
COL,FFF,012,600,TTP
COL,FFF,013,100,TTP
COL,FFF,013,200,TTP
COL,FFF,013,300,TTP
COL,FFF,013,400,INT
COL,FFF,013,500,MWA
COL,FFF,013,600,MWA
COL,FFF,014,100,TTP
COL,FFF,014,200,TTP
COL,FFF,014,300,DEO
COL,FFF,014,400,TTP
COL,FFF,014,500,TTP
COL,FFF,014,600,MWA
COL,FFF,015,100,TTP
COL,FFF,015,200,TB
COL,FFF,015,300,TB
COL,FFF,015,400,TTP
COL,FFF,015,500,TTP
COL,FFF,015,600,TTP
COL,FFF,016,100,TTP
COL,FFF,016,200,001
COL,FFF,016,300,INT
COL,FFF,016,400,TTP
COL,FFF,016,500,TTP
COL,FFF,016,600,TTP
COL,FFF,017,100,TTP
COL,FFF,017,200,TTP
COL,FFF,017,300,TTP
COL,FFF,017,400,TTP
COL,FFF,017,500,DEO
COL,FFF,018,100,TTP
COL,FFF,018,200,TTP
COL,FFF,018,300,TTP
COL,FFF,018,400,TTP
COL,FFF,018,500,TTP
COL,FFF,019,100,TTP
COL,FFF,019,200,TTP
COL,FFF,019,300,TTP
COL,FFF,019,400,INT
COL,FFF,019,500,TB
COL,FFF,020,100,TTP
COL,FFF,020,200,TTP
COL,FFF,020,300,001
COL,FFF,020,400,DEO
COL,FFF,020,500,TTP
COL,FFF,021,100,INT
COL,FFF,021,200,DEO
COL,FFF,021,300,TTP
COL,FFF,021,400,INT
COL,FFF,021,500,TTP
COL,FFF,022,100,TTP
COL,FFF,022,200,TB
COL,FFF,022,300,TTP
COL,FFF,022,400,DEO
COL,FFF,022,500,TTP
COL,FFF,023,100,DEO
COL,FFF,023,200,TTP
COL,FFF,023,300,DEO
COL,FFF,023,400,TTP
COL,FFF,023,500,MWA
COL,FFF,024,100,TTP
COL,FFF,024,200,TTP
COL,FFF,024,300,DEO
COL,FFF,024,400,DEO
COL,FFF,024,500,DEO
COL,FFF,025,100,TTP
COL,FFF,025,200,TTP
COL,FFF,025,300,BSO
COL,FFF,025,400,INT
COL,FFF,025,500,TTP
COL,FFF,026,100,TTP
COL,FFF,026,200,BWA
COL,FFF,026,300,TTP
COL,FFF,026,400,BSO
COL,FFF,026,500,DEO
COL,FFF,027,100,INT
COL,FFF,027,200,TB
COL,FFF,027,300,TTP
COL,FFF,027,400,INT
COL,FFF,027,500,TB
COL,FFF,028,100,DEO
COL,FFF,028,200,TTP
COL,FFF,028,300,DEO
COL,FFF,028,400,TTP
COL,FFF,028,500,TTP
COL,FFF,029,100,TTP
COL,FFF,029,200,TTP
COL,FFF,029,300,TTP
COL,FFF,029,400,TTP
COL,FFF,029,500,DEO
COL,FFF,030,100,TTP
COL,FFF,030,200,TTP
COL,FFF,030,300,INT
COL,FFF,030,400,DEO
COL,FFF,030,500,LHW
COL,FFF,031,100,TTP
COL,FFF,031,200,DEO
COL,FFF,031,300,TB
COL,FFF,031,400,DEO
COL,FFF,031,500,TTP
COL,FFF,032,100,TTP
COL,FFF,032,200,TTP
COL,FFF,032,300,TTP
COL,FFF,032,400,TTP
COL,FFF,032,500,TTP
COL,FFF,033,100,BWA
COL,FFF,033,200,MWA
COL,FFF,033,300,TB
COL,FFF,033,400,TB
COL,FFF,033,500,TTP
COL,FFF,034,100,BWA
COL,FFF,034,200,TTP
COL,FFF,034,300,TTP
COL,FFF,034,400,TTP
COL,FFF,034,500,TTP
COL,FFF,035,100,TTP
COL,FFF,035,200,TTP
COL,FFF,035,300,TTP
COL,FFF,035,400,TTP
COL,FFF,035,500,DEO
COL,FFF,036,100,TTP
COL,FFF,036,200,TB
COL,FFF,036,300,TTP
COL,FFF,036,400,TB
COL,FFF,036,500,DEO
COL,FFF,037,400,
COL,FFF,037,500,
COL,FFF,037,600,
COL,FFF,038,400,
COL,FFF,038,500,TTP
COL,FFF,038,600,TTP
COL,FFF,039,400,
COL,FFF,039,500,TTP
COL,FFF,039,600,TTP
COL,FFF,040,400,TTP
COL,FFF,040,500,TTP
COL,FFF,040,600,TB
COL,FFF,041,400,TTP
COL,FFF,041,500,
COL,FFF,041,600,TTP
COL,FFF,042,400,TTP
COL,FFF,042,500,TTP
COL,FFF,042,600,DEO
COL,FFF,043,100,
COL,FFF,043,200,TTP
COL,FFF,043,300,TTP
COL,FFF,043,400,TTP
COL,FFF,043,500,TTP
COL,FFF,043,600,INT
COL,FFF,044,100,TTP
COL,FFF,044,200,DEO
COL,FFF,044,300,TTP
COL,FFF,044,400,TTP
COL,FFF,044,500,TTP
COL,FFF,044,600,001
COL,FFF,045,100,TTP
COL,FFF,045,200,LHW
COL,FFF,045,300,BSO
COL,FFF,045,400,TTP
COL,FFF,045,500,TTP
COL,FFF,045,600,TTP
COL,FFF,046,100,TTP
COL,FFF,046,200,DEO
COL,FFF,046,300,INT
COL,FFF,046,400,TTP
COL,FFF,046,500,TTP
COL,FFF,046,600,TTP
COL,FFF,047,100,TTP
COL,FFF,047,200,TTP
COL,FFF,047,300,TTP
COL,FFF,047,400,TTP
COL,FFF,047,500,
COL,FFF,047,600,MWA
COL,FFF,048,100,INT
COL,FFF,048,200,DEO
COL,FFF,048,300,TTP
COL,FFF,048,400,TTP
COL,FFF,048,500,TTP
COL,FFF,048,600,TB
COL,FFF,049,100,TTP
COL,FFF,049,200,TTP
COL,FFF,049,300,TTP
COL,FFF,049,400,TTP
COL,FFF,049,500,TB
COL,FFF,049,600,TTP
COL,FFF,050,100,TTP
COL,FFF,050,200,TB
COL,FFF,050,300,DEO
COL,FFF,050,400,TTP
COL,FFF,050,500,
COL,FFF,050,600,DEO
COL,FFF,051,100,TTP
COL,FFF,051,200,TB
COL,FFF,051,300,DEO
COL,FFF,051,400,TTP
COL,FFF,051,500,TTP
COL,FFF,051,600,TTP
COL,FFF,052,100,TTP
COL,FFF,052,200,TTP
COL,FFF,052,300,TTP
COL,FFF,052,400,DEO
COL,FFF,052,500,DEO
COL,FFF,052,600,TTP
COL,FFF,053,100,BWA
COL,FFF,053,200,TTP
COL,FFF,053,300,TTP
COL,FFF,053,400,001
COL,FFF,053,500,
COL,FFF,053,600,
COL,FFF,054,100,TTP
COL,FFF,054,200,MWA
COL,FFF,054,300,TB
COL,FFF,054,400,TTP
COL,FFF,054,500,TTP
COL,FFF,054,600,TTP
COL,FFF,055,100,TB
COL,FFF,055,200,TTP
COL,FFF,055,300,TTP
COL,FFF,055,400,DEO
COL,FFF,055,500,TTP
COL,FFF,055,600,MWA
COL,FFF,056,100,TTP
COL,FFF,056,200,MWA
COL,FFF,056,300,TTP
COL,FFF,056,400,TTP
COL,FFF,056,500,TTP
COL,FFF,056,600,TB
COL,FFF,057,100,TTP
COL,FFF,057,200,TTP
COL,FFF,057,300,TTP
COL,FFF,057,400,TB
COL,FFF,057,500,TTP
COL,FFF,057,600,TTP
COL,FFF,058,100,TTP
COL,FFF,058,200,MWA
COL,FFF,058,300,TTP
COL,FFF,058,400,TB
COL,FFF,058,500,TB
COL,FFF,058,600,DEO
COL,FFF,059,100,
COL,FFF,059,200,TTP
COL,FFF,059,300,DEO
COL,FFF,059,400,TTP
COL,FFF,059,500,
COL,FFF,059,600,TB
COL,FFF,060,100,DEO
COL,FFF,060,200,DEO
COL,FFF,060,300,TTP
COL,FFF,060,400,DEO
COL,FFF,060,500,DEO
COL,FFF,060,600,TTP
COL,FFF,061,100,TB
COL,FFF,061,200,TTP
COL,FFF,061,300,TTP
COL,FFF,061,400,TTP
COL,FFF,061,500,TTP
COL,FFF,061,600,TTP
COL,FFF,062,100,
COL,FFF,062,200,TTP
COL,FFF,062,300,TTP
COL,FFF,062,400,TB
COL,FFF,062,500,BSO
COL,FFF,062,600,TTP
COL,FFF,063,100,TTP
COL,FFF,063,200,TTP
COL,FFF,063,300,TTP
COL,FFF,063,400,TTP
COL,FFF,063,500,TTP
COL,FFF,063,600,TTP
COL,FFF,064,100,
COL,FFF,064,200,TB
COL,FFF,064,300,TB
COL,FFF,064,400,TTP
COL,FFF,064,500,TTP
COL,FFF,064,600,TTP
COL,FFF,065,100,INT
COL,FFF,065,200,TB
COL,FFF,065,300,DEO
COL,FFF,065,400,TTP
COL,FFF,065,500,TTP
COL,FFF,065,600,TB
COL,FFF,066,100,MWA
COL,FFF,066,200,TTP
COL,FFF,066,300,DEO
COL,FFF,066,400,DEO
COL,FFF,066,500,DEO
COL,FFF,066,600,TB
COL,FFF,067,100,TTP
COL,FFF,067,200,DEO
COL,FFF,067,300,TTP
COL,FFF,067,400,TTP
COL,FFF,067,500,
COL,FFF,067,600,TB
COL,FFF,068,100,
COL,FFF,068,200,TTP
COL,FFF,068,300,MWA
COL,FFF,068,400,TTP
COL,FFF,068,500,TTP
COL,FFF,068,600,
COL,FFF,069,100,TTP
COL,FFF,069,200,001
COL,FFF,069,300,DEO
COL,FFF,069,400,TTP
COL,FFF,069,500,TTP
COL,FFF,069,600,MWA
COL,FFF,070,100,TTP
COL,FFF,070,200,TTP
COL,FFF,070,300,DEO
COL,FFF,070,400,TTP
COL,FFF,070,500,TTP
COL,FFF,070,600,
COL,FFF,071,100,TTP
COL,FFF,071,200,TTP
COL,FFF,071,300,TTP
COL,FFF,071,400,TTP
COL,FFF,071,500,MWA
COL,FFF,071,600,TTP
COL,FFF,072,100,MWA
COL,FFF,072,200,TB
COL,FFF,072,300,
COL,FFF,072,400,TTP
COL,FFF,072,500,001
COL,FFF,072,600,BSO
COL,FFF,073,100,DEO
COL,FFF,073,200,INT
COL,FFF,073,300,TTP
COL,FFF,073,400,BSO
COL,FFF,073,500,MWA
COL,FFF,073,600,TTP
COL,FFF,074,100,TTP
COL,FFF,074,200,TTP
COL,FFF,074,300,
COL,FFF,074,400,TTP
COL,FFF,074,500,TTP
COL,FFF,074,600,DEO
COL,FFF,075,100,TTP
COL,FFF,075,200,TTP
COL,FFF,075,300,TTP
COL,FFF,075,400,TTP
COL,FFF,075,500,MWA
COL,FFF,075,600,TTP
COL,FFF,076,100,TTP
COL,FFF,076,200,TTP
COL,FFF,076,300,TB
COL,FFF,076,400,TTP
COL,FFF,076,500,TTP
COL,FFF,076,600,TB
COL,FFF,077,100,TTP
COL,FFF,077,200,DEO
COL,FFF,077,300,DEO
COL,FFF,077,400,TTP
COL,FFF,077,500,TB
COL,FFF,077,600,TTP
COL,FFF,078,100,TTP
COL,FFF,078,200,TTP
COL,FFF,078,300,TTP
COL,FFF,078,400,TTP
COL,FFF,078,500,TB
COL,FFF,078,600,TTP
COL,FFF,079,100,TTP
COL,FFF,079,200,TTP
COL,FFF,079,300,TTP
COL,FFF,079,400,TTP
COL,FFF,079,500,TTP
COL,FFF,079,600,TTP
COL,FFF,080,100,TTP
COL,FFF,080,200,TB
COL,FFF,080,300,TB
COL,FFF,080,400,
COL,FFF,080,500,TB
COL,FFF,080,600,TTP
COL,FFF,081,100,TB
COL,FFF,081,200,TTP
COL,FFF,081,300,TB
COL,FFF,081,400,TTP
COL,FFF,081,500,TTP
COL,FFF,081,600,TB
COL,FFF,082,100,BSO
COL,FFF,082,200,TTP
COL,FFF,082,300,TTP
COL,FFF,082,400,TTP
